Soil_Moisture,Ambient_Temperature,Soil_Temperature,Humidity,Light_Intensity,Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Chlorophyll_Content,Electrochemical_Signal,Plant_Health_Status
13.90701153,18.91604672,22.58693819,44.43625971,547.9559147,7.337534323,33.65886082,24.22065348,23.04048069,32.95194639,0.488466092,High Stress
24.21651048,22.55603535,18.52653487,67.35308641,443.6550923,6.759092648,30.95662655,43.43994079,26.80310053,22.41177278,0.808322538,Moderate Stress
26.44054757,19.47115783,19.13756016,69.49187236,361.5600383,6.888632617,32.59352905,29.02034986,23.00039913,30.46959131,0.760013089,Moderate Stress
10.95261554,26.73184134,20.91870642,41.14323195,509.3614667,6.052012178,16.79587639,16.06801156,43.50919083,30.07813924,0.733485922,High Stress
10.41624795,23.64197005,21.2969632,52.43883005,584.9485653,5.652429386,35.07267552,16.63740345,32.20993439,48.59186402,0.300229689,High Stress
22.27273443,20.38140881,23.18956743,68.75122088,251.4749214,6.95108817,20.59928648,42.39350179,11.16681978,48.24991257,1.599226878,Moderate Stress
11.42412054,20.77588173,22.22678885,51.03741172,997.7164405,5.871337507,24.67787894,12.76570319,25.39555065,35.60481096,0.584883492,High Stress
19.50777936,25.47068862,22.83113296,60.21570424,841.8691016,5.534522752,46.75954281,24.27404839,22.96222396,21.98725987,1.428208806,High Stress
21.27893436,28.44128785,23.60403404,42.26880351,827.2890608,6.489707123,30.38797075,42.39916334,26.85373477,43.41699512,1.579866587,Moderate Stress
25.17547484,27.28844499,15.25064291,47.18723871,466.4701541,6.636397178,47.53710111,28.17896497,44.10112809,44.16093781,0.027312135,Moderate Stress
26.57864293,18.70349914,23.07217562,58.64233608,446.7431823,6.337736328,30.00625913,35.09936398,26.53183185,41.92522361,0.823095125,Moderate Stress
22.72210718,22.67828323,19.28766887,51.70811446,711.5483344,6.944946063,49.84150705,29.59782481,33.61988699,21.02813932,1.950406851,Moderate Stress
28.09690271,18.30377106,19.90183272,46.59754921,757.1550849,6.176881066,12.36941903,12.55027756,25.52858296,44.87465477,1.243449047,High Stress
32.23443043,28.33192938,22.96159206,63.86715315,540.1039676,6.506164583,22.45649407,44.50710706,48.08255605,24.19874893,1.718530344,Healthy
13.74413384,29.12807686,20.97163406,59.18249327,811.9545888,5.863439445,13.39944978,39.42323185,23.12575863,47.98119977,1.39567582,High Stress
21.9957937,19.08211589,24.43112725,57.71403655,970.4693455,6.861468411,10.97161572,27.38372015,39.23158589,37.854943,0.330715878,High Stress
29.87090334,22.16036853,21.72839897,66.88471579,430.3451671,7.157664173,31.31214965,35.73888605,40.89533706,43.91350757,1.607881714,Moderate Stress
11.57446394,21.61816122,23.51433428,62.76925953,361.8754608,6.064656273,16.95563325,36.77166196,29.64594868,44.57654323,0.338041397,High Stress
11.45315204,21.27421645,19.09373245,62.25665716,383.2490969,5.541294634,16.81942071,23.29464026,13.00114424,32.71493748,1.879360376,High Stress
10.0007236,27.31361459,17.84818491,53.17610378,971.3119326,6.807255798,12.2368359,11.49674662,37.09190724,32.39760541,0.229043477,High Stress
15.22887049,23.93097622,21.24331814,69.89315157,392.7872465,6.729856826,15.06001089,31.71606883,34.7384494,25.53142535,0.971971371,High Stress
15.06349825,26.01136313,24.2196758,43.27074149,342.6251707,6.761367372,33.38714913,16.70647365,45.4167364,47.9452527,0.410812428,High Stress
15.945651,21.19975665,15.5196344,53.93526057,282.4178953,6.760985042,30.36407697,34.70555917,33.22740029,25.2893439,0.185642742,High Stress
26.258954,21.61476078,20.70081736,48.64184152,901.866407,6.231486379,16.01119938,27.94609856,13.4348862,46.50890427,0.228396671,Moderate Stress
20.58539448,26.87388868,20.80339957,55.94891459,458.4411259,6.696151093,32.24685339,42.27101162,15.23458108,49.73503216,0.22738332,Moderate Stress
29.16997396,20.25227897,22.15138312,40.09369758,279.8975356,7.245010297,37.07632497,13.13651355,26.58349142,25.96279492,0.969762055,Moderate Stress
11.91581654,27.72472553,20.54937552,44.30531437,506.0008134,7.064771429,31.26066259,41.16174084,11.33506199,37.45094136,1.032500267,High Stress
23.38749716,23.3897951,15.94261866,55.84280527,852.9270947,5.717506188,17.54752497,47.12128342,31.23584891,44.11014346,1.532946654,Moderate Stress
31.93962127,22.60001979,24.47977836,56.63488116,867.6977976,5.560558815,45.22237536,47.939109,34.64270895,34.40347977,0.800549454,Healthy
25.8445813,26.51913262,15.49818192,58.78332659,970.1411583,7.374236143,17.03794843,21.83272819,27.53342859,27.47151213,0.643528838,Moderate Stress
37.62363972,21.20360527,21.3562784,68.03210261,895.6625733,6.806609085,38.75135341,32.70013081,10.88160846,28.65687229,1.227510445,Healthy
25.41647613,24.64025957,17.96728512,62.5013657,906.4491301,6.694527257,13.56814543,26.82687818,20.12522358,45.18221327,0.4693032,High Stress
19.46787354,23.03571528,19.08101083,45.73821491,416.6848651,6.792378691,39.16423174,36.49838017,45.20473006,30.49876701,0.502777135,High Stress
28.14836341,18.38692006,22.07259421,60.15885389,945.0412126,7.40388126,18.73856015,32.34442941,10.40809708,39.65797067,0.394108823,Moderate Stress
25.49125831,22.42108861,24.75083665,48.73487712,680.7102068,6.722801772,28.88086227,20.14712658,31.10027386,40.17413771,1.023220728,Moderate Stress
24.47774116,29.40646779,19.87629081,56.88610462,299.2265972,6.879022398,15.57382822,19.95117091,28.23921014,28.44397753,1.378628374,Moderate Stress
17.85050539,23.44026525,17.84569586,44.46663663,847.3236755,6.412167911,22.9326092,23.37431791,36.25135382,34.69991722,0.626207682,High Stress
16.85922419,23.55911495,15.69606034,58.89479283,586.9538184,6.62640488,33.23527495,16.13450071,25.01870794,34.98861554,1.879117972,High Stress
24.21131944,23.0046556,21.55997176,51.23957446,547.297263,6.011977321,31.09582354,16.45162026,15.29072762,30.12420108,0.57276915,Moderate Stress
25.23251478,24.29818961,20.67873296,68.00969849,723.1558426,7.271832903,31.42919822,30.93706996,29.55670944,33.26302453,1.686306504,Moderate Stress
37.9690078,22.59970515,24.08833546,66.91818413,809.9115844,7.449511416,46.28480055,32.07079183,17.90595747,27.93652003,0.912065485,Healthy
12.4201986,27.46916932,23.10701077,56.78641127,724.4372823,6.954327513,32.79652987,44.31096452,37.40868552,31.67308276,0.707990459,High Stress
36.15849437,18.16621963,17.26375674,62.52635105,315.0597708,6.760987232,49.23715327,20.68382838,43.80769799,41.88390585,0.652711581,Healthy
26.92069106,24.41733408,22.34683878,41.60742909,981.5521678,5.539839995,23.42780131,23.86160667,16.76951265,24.00610094,1.971450834,Moderate Stress
12.82680937,20.60847279,17.05197571,54.61996407,995.5302942,6.958744664,46.15639741,21.84346523,23.86373649,45.80623061,0.288645246,High Stress
20.46533515,18.01133123,24.54649566,60.33024414,448.0336376,7.397853506,19.70878278,10.57628361,34.29125449,20.37726028,0.167213883,Moderate Stress
24.78698404,18.39482487,24.16681861,44.88578569,595.6037306,5.671337984,35.28965177,29.2901667,36.59605419,23.11806495,0.765420619,Moderate Stress
24.77272014,23.86430891,18.79425665,50.77816833,411.9204679,6.615718527,23.72349898,37.07114325,24.15747966,42.88139911,0.541101733,Moderate Stress
28.59091087,25.7560484,15.99834265,48.07251959,425.3268054,7.049627055,49.87145367,46.0176966,21.65300257,25.09686636,0.406210545,Moderate Stress
35.87636195,24.59828515,21.53559993,49.20819895,824.3305818,7.284763449,12.08580478,47.65863712,22.91592149,26.96320494,0.97980559,High Stress
23.14255674,26.75780998,16.45997708,54.49754567,808.9151684,6.109999976,21.89254063,43.58233551,33.63596448,28.01367086,0.608248143,Moderate Stress
16.20029365,27.03875634,15.97142651,68.87798944,204.5531533,7.187109709,17.95628919,34.01862489,18.6508457,31.17413172,0.161749033,High Stress
13.53900188,29.90367693,17.24840285,44.06059018,928.9300369,5.62636013,17.72867638,11.60207567,19.58886091,22.33998579,1.537487907,High Stress
28.61562863,24.96006348,21.64698555,69.38492029,469.5720348,6.330372103,38.06329497,23.21976768,42.62373575,38.02958344,1.782605607,Moderate Stress
14.19096927,25.14333416,19.50145881,63.07821526,495.0746902,6.422586036,14.31329229,39.38427595,36.47423011,41.2833143,1.211759452,High Stress
27.28203801,18.59673617,16.20694719,66.02305035,661.4678288,5.591652162,16.71643188,29.72079892,21.24464729,27.45182753,0.420440021,Moderate Stress
20.18083025,25.32793142,21.24956077,62.05504792,899.239915,7.028987264,42.32897892,40.11744897,16.06306013,27.17486407,1.741035053,Moderate Stress
22.83157809,28.02250955,15.96136968,53.67907776,852.7283118,5.624338215,39.98056741,30.59403393,31.17880388,31.39372444,1.613233352,Moderate Stress
32.32329492,28.48846072,21.64611628,58.40614571,470.077208,6.774357563,11.40860394,25.65687444,40.85081701,32.64867764,0.319964208,High Stress
26.34458061,28.62866985,19.04870463,44.65917807,506.9727576,5.674015166,25.702492,33.47543851,24.60264966,29.14931266,0.074238313,Moderate Stress
14.53597632,22.6595498,17.93791819,41.1270298,364.6786513,6.206009643,49.14630984,44.08318582,10.29107724,26.77607633,1.12387623,High Stress
33.52840427,26.33641389,23.14285843,69.6423187,884.7756207,6.595337957,48.71384501,11.66305798,27.47896416,48.23938332,0.595211011,Healthy
33.61743211,18.01865352,24.32540592,54.31142348,652.1892739,5.89690497,45.76606607,26.79091079,24.26668993,40.13114733,0.996201192,Healthy
32.97158514,26.8014671,16.8764178,41.39064199,587.1237416,6.226195101,21.98295114,49.66739384,23.27189815,48.39013504,1.193363419,Healthy
27.23147046,25.75172911,18.50051016,61.83673635,482.4092359,6.971543106,29.59507239,16.29352889,43.32246974,23.49537001,0.825594897,Moderate Stress
31.95626438,27.56452776,20.29793751,43.82266525,607.3966561,6.024694009,37.11052801,19.74615447,34.63120034,35.5909916,0.727663706,Healthy
27.955369,20.6597235,17.44940714,59.75540995,596.3008783,6.115673888,43.38659861,45.38445301,35.42674949,22.50004879,1.938232234,Moderate Stress
33.46139227,27.93026233,20.79523038,53.54555687,468.3064516,6.277001838,28.36503436,22.55891603,14.16109267,21.91296245,0.027007627,Healthy
38.65782583,23.44922062,20.05530139,61.80843965,683.0815494,7.397756555,22.01825002,45.8355141,38.3773426,34.32416732,0.966873603,Healthy
19.15633751,22.8102902,20.03330188,61.27513383,268.7317285,7.221458723,40.07207326,12.0221263,11.06940467,25.06768678,1.782387281,High Stress
24.6780816,19.15554368,17.51487764,63.82841856,760.4320297,6.604061996,35.32379763,24.2874526,37.97897557,28.42407163,0.76225969,Moderate Stress
36.65755798,22.80220928,20.14776775,42.96090858,872.3226132,7.497374387,31.0524699,30.66318086,33.08383762,35.08151526,0.139127108,Healthy
34.995244,20.22453166,19.52200509,66.29055397,846.8187569,7.031587396,12.4739729,14.9628854,44.97355532,49.78844657,0.963112365,High Stress
16.57835341,28.67772738,24.78056278,51.41291069,980.2819766,7.151069908,47.65684091,19.91290141,33.85533694,31.77157871,1.968910541,High Stress
14.2263922,28.75780434,19.89086847,66.767772,276.2599662,6.630215746,22.05759086,44.95369642,26.37400536,22.49546929,0.378886578,High Stress
21.95344844,23.18712119,20.93935038,52.96839779,970.1378794,6.587768856,22.99984857,23.43683269,43.38327157,47.47284988,1.138482362,Moderate Stress
31.81499834,27.80766607,22.23979413,43.78079418,997.4827185,5.969100894,12.60963628,16.66422383,21.41487873,49.73623816,0.593762594,High Stress
34.5849521,22.53314745,15.82641343,60.51746762,953.5980962,5.928590271,39.73119635,38.96784896,48.1839776,34.08261789,0.677511892,Healthy
17.23145645,22.05070823,18.68846482,59.31462861,832.4820262,6.931902987,47.37077859,46.20782421,30.99230824,22.29470041,0.14213515,High Stress
26.21027902,29.85201783,21.61736959,44.44649668,257.7165128,6.445125209,42.04873882,42.02369608,30.89172262,40.87442037,1.446985037,Moderate Stress
26.15614307,27.1877501,16.99818556,50.51352734,502.8754094,5.635658952,26.12529665,23.43560089,37.04067313,38.23149834,1.491007996,Moderate Stress
26.82009447,24.38588466,18.74533826,61.79690918,579.2751276,7.125577795,31.3836675,19.36959724,31.1741092,46.13168425,1.457964643,Moderate Stress
10.91996718,19.80587766,23.37766825,47.16525286,222.9290595,7.160589958,40.78927104,15.46684746,22.06536562,20.29459093,1.626553102,High Stress
21.31436969,19.94417026,16.41168662,44.24012184,252.3199747,6.535025137,30.90988683,48.81374076,22.97032264,35.48730605,0.311664829,Moderate Stress
24.52177252,18.84437239,17.17580861,44.52481499,325.9287406,7.070861627,39.01263793,34.92921207,31.96784536,31.80050703,1.34063784,Moderate Stress
39.07690187,21.13031871,18.77007914,65.41246464,336.3048217,5.704228094,44.87451501,40.76293569,20.76834102,29.97999181,0.681696806,Healthy
15.63104094,26.10031028,22.66633041,54.89752146,483.9491865,6.045853506,29.76626,24.45651761,16.69068539,24.25805025,0.186146924,High Stress
23.35080615,22.63569602,21.15403788,41.12948722,643.1386511,5.987400871,11.6765587,45.84168063,16.20220287,40.55352381,1.916653598,High Stress
25.43172376,25.00592937,15.15866267,60.49345062,782.2047554,5.788053183,21.51896402,15.00162486,15.66340323,40.72133368,0.845882594,Moderate Stress
31.34284275,29.37136261,20.04088364,46.54865222,912.6424432,6.830049112,44.69230761,21.73856245,33.90908016,29.61667604,1.28682161,Healthy
13.30501387,26.66816832,20.45362105,66.72090906,757.6636154,6.433114473,17.33398359,26.35425746,25.77166903,35.39272704,1.509219029,High Stress
28.42998377,28.0313024,19.82184489,46.92494327,404.990749,6.748421219,34.34110484,10.41802491,48.28567197,44.66392586,1.754677383,Moderate Stress
35.184369,29.5859166,23.96053472,49.20979621,692.4388837,7.15427511,22.05664377,32.26369301,29.01041872,23.82978814,0.027650473,Healthy
39.32560594,29.01241412,15.78722316,68.10215695,471.86428,5.727620677,33.45490707,21.84643153,18.43232027,38.69233371,0.15981111,Healthy
39.04610993,20.97114648,22.08504392,52.82168414,304.0509618,5.663303622,34.29641257,17.64540079,31.90611543,33.20785684,0.882024763,Healthy
24.41340257,28.58234392,24.23527345,63.00545862,496.7033874,5.696281816,17.5503581,47.4140626,49.41730207,28.34702033,1.743067367,Moderate Stress
16.30248604,20.96516021,18.18653419,52.1138661,950.3544521,7.378157385,32.90307588,44.72534307,32.14814798,31.29270849,0.097088494,High Stress
16.96558959,24.45107319,24.47969105,46.2635061,243.1657255,7.037359884,24.31522374,39.78129181,15.85715884,46.31436,0.635037647,High Stress
29.12375692,24.03647604,18.12241824,56.61655238,430.6587254,6.835534969,19.967754,32.49264451,13.7864169,47.0023293,0.590140727,Moderate Stress
36.55968967,27.7900117,16.60906459,48.73347567,837.1419006,6.433610577,30.98756718,42.91751648,28.06653108,29.16759008,0.20054889,Healthy
36.12706114,24.78079488,16.63067976,53.89292688,924.2845518,5.826437352,11.34816465,22.934595,45.7778222,32.26210665,1.906177881,High Stress
38.16735815,27.7317158,16.04855995,44.56776134,684.9209848,5.636858534,45.23275845,43.83585704,19.87319772,37.80113833,1.969269032,Healthy
27.17483308,28.38067178,22.61602756,42.63749535,412.5971169,6.75296875,24.35403343,16.14019525,16.09535446,22.90849728,1.591545365,Moderate Stress
35.73163469,22.12131073,21.66165078,48.00201114,494.2304489,6.409476711,27.35495783,49.9807,22.71264192,30.97830436,1.894862718,Healthy
33.2998783,27.10438815,18.19744111,59.98927581,386.2756033,6.176816813,44.8341118,19.45668843,44.53905314,30.65193712,1.413714476,Healthy
34.93955,19.03336695,17.21026209,67.11874627,977.2010149,7.074813289,12.78397685,48.65389258,39.45297417,35.36610604,1.907334578,High Stress
30.03547517,27.77047614,21.03815978,52.10907463,843.577641,7.247534002,20.9297935,36.55128335,31.49532984,26.85992554,0.915478512,Healthy
38.62817761,22.72070231,18.79774721,61.06181764,714.5955124,6.362763815,34.86744248,43.81002883,37.10898314,44.5488462,1.126982392,Healthy
13.56330866,29.05103164,16.09045473,54.94960073,833.1512381,6.958054997,15.95659188,37.37489719,33.78822078,20.20441127,1.397854098,High Stress
34.27055556,27.87189702,21.35120041,47.8232339,625.2197595,5.984836894,20.25094847,21.46301736,18.74143181,23.42807113,0.478535582,Healthy
11.82798785,25.54449026,18.2192213,57.94894032,737.9829308,7.398624242,43.18975837,30.99139109,23.86744525,46.74263643,1.893981138,High Stress
37.40855418,26.90504796,17.56230487,61.93781291,664.9196488,6.679013413,23.05623126,24.76854295,25.84674697,46.62237572,1.209784347,Healthy
17.44761791,21.37316535,21.20414458,47.44257632,247.8523365,6.807640752,30.160037,32.47576524,34.00167914,32.52436196,0.169798478,High Stress
18.31051881,29.96776591,23.60394725,59.30859472,624.2670587,5.540029545,44.09386057,27.96014048,23.49186672,20.98051636,1.26760124,High Stress
21.8342184,21.6395375,19.12845331,69.27549134,580.5304328,5.695262608,27.34492321,47.54870249,13.20225539,37.38363576,1.511349908,Moderate Stress
15.9099463,25.91056979,24.04474008,49.21474703,203.6864759,6.087579491,48.23650415,40.59410831,10.40538195,31.51414235,1.766865276,High Stress
29.49354023,25.17730594,15.98581577,58.33261309,845.7393615,7.291873659,15.33604708,40.7601557,17.56469331,29.36295416,1.515567146,Moderate Stress
35.32706597,22.97811262,24.35832376,67.9453072,466.5418786,5.892049202,24.65739103,27.72196623,44.10478784,20.34080055,1.870950923,Healthy
28.27655715,26.89896584,24.84589338,62.27847024,414.9613839,6.910834411,14.30988953,23.39222357,14.28995734,42.92961992,0.596205676,High Stress
24.44405052,23.89024901,24.80797801,44.86471141,452.9214248,6.485499316,40.32160686,44.32726228,33.73972722,26.34181946,0.217182934,Moderate Stress
11.84437883,26.76889568,23.82701434,57.01616129,905.2660512,6.931297413,19.92891226,32.7984909,29.79047255,20.0478971,1.037618794,High Stress
11.66384664,18.59020758,24.38629513,63.09588382,532.5253473,6.689932563,14.72066296,13.71382199,14.54178485,32.10562563,0.308877929,High Stress
25.41931575,23.41023393,19.01421724,46.37495784,838.2401968,6.308960342,21.017868,43.6588916,24.67713607,32.24419273,0.684478376,Moderate Stress
31.26458871,19.23046255,17.54060745,50.84027774,272.1115899,6.377316178,39.00536334,33.59593911,15.78524628,41.20561681,1.153929482,Healthy
34.35109143,28.1908569,23.14356358,69.16711751,257.7155023,6.448558599,29.24960709,28.69863715,43.12594694,34.565288,1.212042042,Healthy
10.37077341,27.84886203,21.07671281,41.8919346,327.2426384,7.32607277,41.96315111,27.40806597,14.84581342,37.16888634,0.513349182,High Stress
15.77815273,20.48696409,20.8784765,49.87358952,238.4936074,6.159187876,16.0535968,19.04396915,26.13637894,34.41278063,1.99611588,High Stress
34.26138727,22.40111128,17.70025342,57.36889405,658.8598321,7.206510697,21.44826244,38.89187209,30.71043285,42.6014151,0.524109142,Healthy
26.10768572,19.24203486,24.22386789,66.26209202,329.1792317,5.868329884,47.45423949,10.03328888,26.76795264,48.7757482,0.156204485,Moderate Stress
10.47210818,26.73907978,18.00813564,50.54572004,209.9340276,7.223560074,42.84675884,23.5323082,39.58513762,31.68198944,0.940749287,High Stress
28.12488785,24.39895444,16.67947359,68.73492144,741.9890071,7.057734405,29.71950787,31.01138158,15.9049378,37.29848983,0.576116037,Moderate Stress
27.22258042,22.53699292,19.25604713,64.72095532,792.5059639,7.495422304,48.75636697,22.34277798,43.2387379,49.60710178,1.994369757,Moderate Stress
31.35358453,23.56344814,24.93001029,52.44383881,991.7838881,6.845944274,23.87816805,10.94690209,41.74279153,46.52226101,0.629007408,Healthy
15.95774153,21.24435059,19.15935307,64.75454384,902.4843449,7.03491156,22.56938522,40.47700215,15.2786969,24.43804231,0.643386103,High Stress
34.12760153,27.39066579,23.24685603,46.86830729,564.1289892,7.373523771,21.59653813,42.65876346,49.22124314,21.28701883,1.124392716,Healthy
30.76752944,24.29777666,21.46110616,68.50203408,538.4090712,6.920441742,32.53047238,48.6530928,46.8116693,36.05579999,0.322931067,Healthy
14.8304088,23.38846475,21.71407145,45.95113572,640.7455976,7.158020442,25.7944927,32.63561503,19.19774611,37.19257363,0.411562378,High Stress
25.41233734,20.5642347,20.35172588,51.4071993,646.1195847,6.260367017,47.22295925,24.31044207,16.89325628,29.31186247,0.983582113,Moderate Stress
28.99714297,22.32918547,22.57274915,46.11968919,974.543835,7.182934702,16.47376007,25.66737307,15.81161899,39.65783325,0.142189748,Moderate Stress
13.98800721,22.59184209,19.78772142,66.26695476,513.7636789,7.042409196,22.77821438,30.41328064,46.0810046,35.87726055,1.704002594,High Stress
30.16832971,29.00676279,18.64669121,40.64277843,311.0614076,6.520078473,19.0573376,15.44849895,17.02619444,25.95004014,0.713464031,Moderate Stress
33.43887313,21.43383983,18.94642937,41.18578366,481.7711133,6.598867374,10.76660729,37.14941,32.33601656,46.64181466,1.184210767,High Stress
15.5884611,20.81315842,19.32896046,51.41674202,838.5817158,7.370079028,49.45289082,28.22564711,26.05427278,22.07267356,0.566506042,High Stress
